id_osm_rer,comune_osm,nome_via_osm
4570,Bologna,"Via Sant'Alò"
4571,Bologna,"Via Santa Margherita"
4572,Bologna,"Via Santa Margherita al Colle"
4573,Bologna,"Via Santa Maria"
4574,Bologna,"Via Santa Maria Maggiore"
4575,Bologna,"Via Sant'Andrea di Sesto"
4576,Bologna,"Via Sant'Anna"
4577,Bologna,"Via Sant'Apollonia"
4578,Bologna,"Via Santa Rita"
4579,Bologna,"Via Sante Vincenzi"
4580,Bologna,"Via Sant'Isaia"
4581,Bologna,"Via San Tommaso del Mercato"
4582,Bologna,"Via Santorre di Santarosa"
4583,Bologna,"Via Santo Stefano"
4584,Bologna,"Via San Valentino"
4585,Bologna,"Via San Vitale"
4586,Bologna,"Via San Vittore"
4587,Bologna,"Via Saragozza"
4588,Bologna,"Via Sardegna"
4589,Bologna,"Via Sario Bassanelli"
4590,Bologna,"Via Savena Antico"
4591,Bologna,"Via Savenella"
4592,Bologna,"Via Savigno"
4593,Bologna,"Via Savona"
4594,Bologna,"Via Scandellara"
4595,Bologna,"Via Schiavonia"
4596,Bologna,"Via Scipione dal Ferro"
4597,Bologna,"Via Scipione Innocenti"
4598,Bologna,"Via Sebastiano Caboto"
4599,Bologna,"Via Sebastiano Serlio"
4600,Bologna,"Via Senzanome"
4601,Bologna,"Via Serafino Calindri"
4602,Bologna,"Via Seragnoli"
4603,Bologna,"Via Serena"
4604,Bologna,"Via Sergio Tavernari"
4605,Bologna,"Via Sergiu Celibidache"
4606,Bologna,"Via Sesto San Giovanni"
4607,Bologna,"Via Severino Ferrari"
4608,Bologna,"Via Sicilia"
4609,Bologna,"Via Siepelunga"
4610,Bologna,"Via Sigismondo Campagnoli"
4611,Bologna,"Via Sigmund Freud"
4612,Bologna,"Via Silvestro Lega"
4613,Bologna,"Via Silvio Pellico"
4614,Bologna,"Via Simone dei Crocefissi"
4615,Bologna,"Via Smeraldo"
4616,Bologna,"Via Solferino"
4617,Bologna,"Via Spartaco"
4618,Bologna,"Via Speranza"
4619,Bologna,"Via Spina"
4620,Bologna,"Via SS. Annunziata"
4621,Bologna,"Via Stalingrado"
4622,Bologna,"Via Stanislao Mattei"
4623,Bologna,"Via Stazione Roveri"
4624,Bologna,"Via Stefano Bottari"
4625,Bologna,"Via Stefano Gobatti"
4626,Bologna,"Via Stendhal"
4627,Bologna,"Via Strazzacappe"
4628,Bologna,"Via Surrogazione Reno"
4629,Bologna,"Via Taddeo Alderotti"
4630,Bologna,"Via Tagliamento"
4631,Bologna,"Via Tagliapietre"
4632,Bologna,"Via Tanari Vecchia"
4633,Bologna,"Via Tazio Nuvolari"
4634,Bologna,"Via Telemaco Signorini"
4635,Bologna,"Via Tevere"
4636,Bologna,"Via Tiberio Fiorilli"
4637,Bologna,"Via Tintoretto"
4638,Bologna,"Via Tito Azzolini"
4639,Bologna,"Via Tito Speri"
4640,Bologna,"Via Titta Ruffo"
4641,Bologna,"Via Tiziano Vecellio"
4642,Bologna,"Via Tolmino"
4643,Bologna,"Via Tomaso Albinoni"
4644,Bologna,"Via Tommaso Campanella"
4645,Bologna,"Via Tommaso Casini"
4646,Bologna,"Via Tommaso Laureti"
4647,Bologna,"Via Tommaso Martelli"
4648,Bologna,"Via Tommaso Salvini"
4649,Bologna,"Via Torino"
4650,Bologna,"Via Torleone"
4651,Bologna,"Via Torquato Secci"
4652,Bologna,"Via Torquato Tasso"
4653,Bologna,"Via Torriane"
4654,Bologna,"Via Toscana"
4655,Bologna,"Via Tranquillo Cremona"
4656,Bologna,"Via Trattati Comunitari Europei 1957-2007"
4657,Bologna,"Via Traversa"
4658,Bologna,"Via Treves"
4659,Bologna,"Via Treviso"
4660,Bologna,"Via Trilussa"
4661,Bologna,"Via Tullio Levi Civita"
4662,Bologna,"Via Tullo Golfarelli"
4663,Bologna,"Via Turchese"
4664,Bologna,"Via Udine"
4665,Bologna,"Via Ugo Bassi"
4666,Bologna,"Via Ugo Foscolo"
4667,Bologna,"Via Ugo La Malfa"
4668,Bologna,"Via Ugo Lenzi"
4669,Bologna,"Via Ulisse Gardini"
4670,Bologna,"Via Umberto Boccioni"
4671,Bologna,"Via Umberto Brunelli"
4672,Bologna,"Via Umberto Giordano"
4673,Bologna,"Via Umberto Monari"
4674,Bologna,"Via Umberto Terracini"
4675,Bologna,"Via Umbria"
4676,Bologna,"Via Urbana"
4677,Bologna,"Via Val D'Aposa"
4678,Bologna,"Via Valdonica"
4679,Bologna,"Via Valdossola"
4680,Bologna,"Via Valeria"
4681,Bologna,"Via Valerio Zurlini"
4682,Bologna,"Via Valle d'Aosta"
4683,Bologna,"Via Valle Di Preda"
4684,Bologna,"Via Vallescura"
4685,Bologna,"Via Valparaiso"
4686,Bologna,"Via Valverde"
4687,Bologna,"Via Vascelli"
4688,Bologna,"Via Vasco de Gama"
4689,Bologna,"Via Venezia"
4690,Bologna,"Via Ventimiglia"
4691,Bologna,"Via Verde"
4692,Bologna,"Via Vermena"
4693,Bologna,"Via Vermiglia"
4694,Bologna,"Via Vetulonia"
4695,Bologna,"Via Vezza"
4696,Bologna,"Via Viadagola"
4697,Bologna,"Via Vicenza"
4698,Bologna,"Via Villanova"
4699,Bologna,"Via Vinazzetti"
4700,Bologna,"Via Vincenzo Bellini"
4701,Bologna,"Via Vincenzo Casciarolo"
4702,Bologna,"Via Vincenzo Gemito"
4703,Bologna,"Via Vincenzo Martinelli"
4704,Bologna,"Via Vincenzo Menghini"
4705,Bologna,"Via Vincenzo Toffano"
4706,Bologna,"Via Vincenzo Vela"
4707,Bologna,"Via Virginia Marini"
4708,Bologna,"Via Virginia Reiter"
4709,Bologna,"Via Vitale da Bologna"
4710,Bologna,"Via Vito Volterra"
4711,Bologna,"Via Vittore Carpaccio"
4712,Bologna,"Via Vittoria"
4713,Bologna,"Via Vittorio Alfieri"
4714,Bologna,"Via Vittorio Bigari"
4715,Bologna,"Via Vittorio Bottego"
4716,Bologna,"Via Vittorio Lugli"
4717,Bologna,"Via Vittorio Peglion"
4718,Bologna,"Via Vittorio Putti"
4719,Bologna,"Via Vittorio Veneto"
4720,Bologna,"Via Volfango Amedeo Mozart"
4721,Bologna,"Via Volontari della Libertà"
4722,Bologna,"Via Volto Santo"
4723,Bologna,"Via Volturno"
4724,Bologna,"Via Wiligelmo"
4725,Bologna,"Via William Shakespeare"
4726,Bologna,"Via Wolfgang Goethe"
4727,Bologna,"Via XXI aprile 1945"
4728,Bologna,"Via XX ottobre 1944"
4729,Bologna,"Via XX Settembre"
4730,Bologna,"Via Yuri Gagarin"
4731,Bologna,"Via Zaccaria Zacchi"
4732,Bologna,"Via Zamboni"
4733,Bologna,"Vicolo Albiroli"
4734,Bologna,"Vicolo Alemagna"
4735,Bologna,"Vicolo Barbazzi"
4736,Bologna,"Vicolo Bianchetti"
4737,Bologna,"Vicolo Bianco"
4738,Bologna,"Vicolo Bolognetti"
4739,Bologna,"Vicolo Borchetta"
4740,Bologna,"Vicolo Broglio"
4741,Bologna,"Vicolo Carega"
4742,Bologna,"Vicolo Case"
4743,Bologna,"Vicolo Cattani"
4744,Bologna,"Vicolo Colombina"
4745,Bologna,"Vicolo De' Facchini"
4746,Bologna,"Vicolo degli Ariosti"
4747,Bologna,"Vicolo dei Prati"
4748,Bologna,"Vicolo del Bosco"
4749,Bologna,"Vicolo del Falcone"
4750,Bologna,"Vicolo della Neve"
4751,Bologna,"Vicolo delle Dame"
4752,Bologna,"Vicolo dell'Orto"
4753,Bologna,"Vicolo del Passo"
4754,Bologna,"Vicolo Fantuzzi"
4755,Bologna,"Vicolo Gangaiolo"
4756,Bologna,"Vicolo Ghirlanda"
4757,Bologna,"Vicolo Luretta"
4758,Bologna,"Vicolo Malgrado"
4759,Bologna,"Vicolo Mandria"
4760,Bologna,"Vicolo Mariscotti"
4761,Bologna,"Vicolo Monticelli"
4762,Bologna,"Vicolo Olanda"
4763,Bologna,"Vicolo Otto Colonne"
4764,Bologna,"Vicolo Paglia Corta"
4765,Bologna,"Vicolo Pellegrino"
4766,Bologna,"Vicolo Posterla"
4767,Bologna,"Vicolo Quartirolo"
4768,Bologna,"Vicolo Ranocchi"
4769,Bologna,"Vicolo San Damiano"
4770,Bologna,"Vicolo San Giobbe"
4771,Bologna,"Vicolo Santa Lucia"
4772,Bologna,"Vicolo Sant'Arcangelo"
4773,Bologna,"Vicolo Spirito Santo"
4774,Bologna,"Vicolo Stradellaccio"
4775,Bologna,"Vicolo Trebisonda"
4776,Bologna,"Vicolo Tubertini"
4777,Bologna,"Vicolo Urbaga"
4778,Bologna,"Vicolo Viazzolo"
4779,Bologna,"Voltone del Podestà"
4780,Bologna,Zoccoli-Curiel
4781,Bomporto,"Percorso Natura Secchia - Destra Po"
4782,Bomporto,"Piazza Giacomo Matteotti"
4783,Bomporto,"Piazza Giglioli"
4784,Bomporto,"Piazza Roma"
4785,Bomporto,"Piazza Sen. Sandro Pertini"
4786,Bomporto,"Polivalente di Sorbara Scuola di ciclismo"
4787,Bomporto,"Scorciatoia S. Pietro"
4788,Bomporto,"SP 2 Panaria Bassa - Strada Villavara"
4789,Bomporto,"Strada Nazionale del Canaletto Nord"
4790,Bomporto,"Strada Provinciale Carpi Ravarino"
4791,Bomporto,"Strada Villavara"
4792,Bomporto,"Via 25 Aprile"
4793,Bomporto,"Via Achille Grandi"
4794,Bomporto,"Via Adda"
4795,Bomporto,"Via Adige"
4796,Bomporto,"Via Alcide De Gasperi"
4797,Bomporto,"Via Aldo Moro"
4798,Bomporto,"Via Alessandro Manzoni"
4799,Bomporto,"Via Alessandro Volta"
4800,Bomporto,"Via Alfredo Catalani"
4801,Bomporto,"Via Amilcare Ponchielli"
4802,Bomporto,"Via Antonio Gramsci"
4803,Bomporto,"Via Antonio Meucci"
4804,Bomporto,"Via Antonio Vivaldi"
4805,Bomporto,"Via Arno"
4806,Bomporto,"Via Arturo Toscanini"
4807,Bomporto,"Via Barbieri"
4808,Bomporto,"Via Basento"
4809,Bomporto,"Via Belfiore"
4810,Bomporto,"Via Borsari"
4811,Bomporto,"Via Bottegone"
4812,Bomporto,"Via Brandolini"
4813,Bomporto,"Via Bruno Buozzi"
4814,Bomporto,"Via Caduti di Nassirya"
4815,Bomporto,"Via Caduti di Navicello"
4816,Bomporto,"Via Caduti in Guerra"
4817,Bomporto,"Via Canale Naviglio"
4818,Bomporto,"Via Carlo Collodi"
4819,Bomporto,"Via Carlo Testa"
4820,Bomporto,"Via Carrate"
4821,Bomporto,"Via Dante Alighieri"
4822,Bomporto,"Via del Barbera"
4823,Bomporto,"Via del Barolo"
4824,Bomporto,"Via del Chianti"
4825,Bomporto,"Via del Cristo"
4826,Bomporto,"Via dell'Acero"
4827,Bomporto,"Via del Lambrusco"
4828,Bomporto,"Via della Pace"
4829,Bomporto,"Via della Quercia"
4830,Bomporto,"Via Dell'Olmo"
4831,Bomporto,"Via del Marsala"
4832,Bomporto,"Via del Moscato"
4833,Bomporto,"Via del Salice"
4834,Bomporto,"Via Domenico Cimarosa"
4835,Bomporto,"Via Donatori di Sangue"
4836,Bomporto,"Via Don Luigi Sturzo"
4837,Bomporto,"Via Edmondo De Amicis"
4838,Bomporto,"Via Enrico Fermi"
4839,Bomporto,"Via Evangelista Torricelli"
4840,Bomporto,"Via Fabrizio de Andrè"
4841,Bomporto,"Via Falcone e Borsellino"
4842,Bomporto,"Via Fermo Corni"
4843,Bomporto,"Via Filippo Turati"
4844,Bomporto,"Via Focherini"
4845,Bomporto,"Via Fossa San Pietro"
4846,Bomporto,"Via Fosse Ardeatine"
4847,Bomporto,"Via Franchini"
4848,Bomporto,"Via Gaetano Donizetti"
4849,Bomporto,"Via Galileo Galilei"
4850,Bomporto,"Via Gallerana"
4851,Bomporto,"Via Gementina"
4852,Bomporto,"Via Giacomo Brodolini"
4853,Bomporto,"Via Giacomo Leopardi"
4854,Bomporto,"Via Gioachino Rossini"
4855,Bomporto,"Via Giosuè Carducci"
4856,Bomporto,"Via Giovanni Amendola"
4857,Bomporto,"Via Giovanni Giolitti"
4858,Bomporto,"Via Giovanni Paisiello"
4859,Bomporto,"Via Giovanni Pascoli"
4860,Bomporto,"Via Girolamo Frescobaldi"
4861,Bomporto,"Via Giuseppe Di Vittorio"
4862,Bomporto,"Via Giuseppe Garibaldi"
4863,Bomporto,"Via Giuseppe Monteverdi"
4864,Bomporto,"Via Giuseppe Verdi"
4865,Bomporto,"Via Gorghetto"
4866,Bomporto,"Via Gregorio Agnini"
4867,Bomporto,"Via I Maggio"
4868,Bomporto,"Via Lazzaro Spallanzani"
4869,Bomporto,"Via Luigi Boccherini"
4870,Bomporto,"Via Luigi Galvani"
4871,Bomporto,"Via Marzabotto"
4872,Bomporto,"Via Mulini Rangoni"
4873,Bomporto,"Via Nicolò Macchiavelli"
4874,Bomporto,"Via Nicolò Paganini"
4875,Bomporto,"Via Padella"
4876,Bomporto,"Via Padre Kolbe"
4877,Bomporto,"Via Palmiro Togliatti"
4878,Bomporto,"Via Passo Natante"
4879,Bomporto,"Via Per Modena"
4880,Bomporto,"Via per Solara"
4881,Bomporto,"Via Piave"
4882,Bomporto,"Via Piero Gobetti"
4883,Bomporto,"Via Pietro Mascagni"
4884,Bomporto,"Via Pioppi Cipressini"
4885,Bomporto,"Via Pitagora"
4886,Bomporto,"Via Po"
4887,Bomporto,"Via Prati Livelli"
4888,Bomporto,"Via Ravarino Carpi"
4889,Bomporto,"Via Ravarino-Carpi"
4890,Bomporto,"Via Reno"
4891,Bomporto,"Via Repubblica di Montefiorino"
4892,Bomporto,"Via Rubicone"
4893,Bomporto,"Via Ruggero Leoncavallo"
4894,Bomporto,"Via Ruggiero Grieco"
4895,Bomporto,"Via Tagliamento"
4896,Bomporto,"Via Tevere"
4897,Bomporto,"Via Torazzo"
4898,Bomporto,"Via Torrazzo"
4899,Bomporto,"Via Verdeta"
4900,Bomporto,"Via Viazza"
4901,Bomporto,"Via Vincenzo Bellini"
4902,Bomporto,"Via Vittorio Alfieri"
4903,Bomporto,"Via Volturno"
4904,Bomporto,"Via Zoccolo"
4905,Bondeno,"Ciclopista Burana"
4906,Bondeno,"Ciclopista Burana FE 101"
4907,Bondeno,"Corso Giuseppe Mazzini"
4908,Bondeno,"Corso Panaro"
4909,Bondeno,"Itinerario cicloturistico Destra Po FE 20"
4910,Bondeno,"Largo Armo Rossi"
4911,Bondeno,"Piazza Aldo Moro"
4912,Bondeno,"Piazza Andrea Costa"
4913,Bondeno,"Piazza Antonio Gramsci"
4914,Bondeno,"Piazza Eugenio Curiel"
4915,Bondeno,"Piazza Gioacchino Pepoli"
4916,Bondeno,"Piazza Giuseppe Garibaldi"
4917,Bondeno,"Piazzale Donatori di Sangue"
4918,Bondeno,"Piazza Martiri"
4919,Bondeno,"Piazza Risorgimento"
4920,Bondeno,"Piazza Roma"
4921,Bondeno,"Pista Ciclabile Burana"
4922,Bondeno,"Strada Argine Cittadino"
4923,Bondeno,"Strada Cavo Napoleonico"
4924,Bondeno,"Strada Comunale"
4925,Bondeno,"Strada Consorziale"
4926,Bondeno,"Strada del Carmine"
4927,Bondeno,"strada Ferranese"
4928,Bondeno,"Strada Oliviero Mosceri"
4929,Bondeno,"Strada Statale 496 Virgiliana"
4930,Bondeno,"Strada Statale Ferrarese"
4931,Bondeno,"Via 20 Settembre"
4932,Bondeno,"Via 25 Aprile"
4933,Bondeno,"Via Ada Negri"
4934,Bondeno,"Via Alcide De Gasperi"
4935,Bondeno,"Via Alessandro Manzoni"
4936,Bondeno,"Via Alessandro Pepoli"
4937,Bondeno,"Via Alessandro Volta"
4938,Bondeno,"Via Alfredo Catalani"
4939,Bondeno,"Via Alvaro Magri"
4940,Bondeno,"Via Andrea Palladio"
4941,Bondeno,"Via Anima Condotti"
4942,Bondeno,"Via Antonio Canova"
4943,Bondeno,"Via Antonio Gramsci"
4944,Bondeno,"Via Antonio Vivaldi"
4945,Bondeno,"Via Argine Cagnetto"
4946,Bondeno,"Via Argine Cappellaro"
4947,Bondeno,"Via Argine Cittadino"
4948,Bondeno,"Via Argine Diversivo"
4949,Bondeno,"Via Arginelli"
4950,Bondeno,"Via Argine Lupo"
4951,Bondeno,"Via Argine Po"
4952,Bondeno,"Via Argine Valle"
4953,Bondeno,"Via Arianuova"
4954,Bondeno,"Via Arrigo Boito"
4955,Bondeno,"Via Arrigo Osti"
4956,Bondeno,"Via Arturo Toscanini"
4957,Bondeno,"Via Aurelio Saffi"
4958,Bondeno,"Via Belfiore"
4959,Bondeno,"Via Benedetto Croce"
4960,Bondeno,"Via Benvenuto Cellini"
4961,Bondeno,"Via Borgatti"
4962,Bondeno,"Via Borgo Paioli"
4963,Bondeno,"Via Botte Panaro"
4964,Bondeno,"Via Caduti di Nassirya"
4965,Bondeno,"Via Canal Bianco"
4966,Bondeno,"Via Carlo Alberto Dalla Chiesa"
4967,Bondeno,"Via Carlo Goldoni"
4968,Bondeno,"Via Carlo Pisacane"
4969,Bondeno,"Via Carlo ragazzi"
4970,Bondeno,"Via Carlo Ragazzi"
4971,Bondeno,"Via Cavo Napoleonico"
4972,Bondeno,"Via Centrale"
4973,Bondeno,"Via Cesare Battisti"
4974,Bondeno,"Via Cimabue"
4975,Bondeno,"Via Comunale"
4976,Bondeno,"Via Cristoforo Colombo"
4977,Bondeno,"Via Dante Alighieri"
4978,Bondeno,"Via Dazio"
4979,Bondeno,"Via dei Mille"
4980,Bondeno,"Via della Fornace"
4981,Bondeno,"Via della Giovecca"
4982,Bondeno,"Via della Pace"
4983,Bondeno,"Via della Resistenza"
4984,Bondeno,"Via della Saccona"
4985,Bondeno,"Via delle Regioni"
4986,Bondeno,"Via Domenico Cimarosa"
4987,Bondeno,"Via Don Giovanni Minzoni"
4988,Bondeno,"Via Donne del 18 Febbraio"
4989,Bondeno,"Via Don Umberto Lanfranchi"
4990,Bondeno,"Via Edgardo Rossaro"
4991,Bondeno,"Via Edmondo De Amicis"
4992,Bondeno,"Via Enrico Fermi"
4993,Bondeno,"Via Ercoliano Zerbini"
4994,Bondeno,"Via Eugenio Curiel"
4995,Bondeno,"Via Farini"
4996,Bondeno,"Via Felice Cavallotti"
4997,Bondeno,"Via Filippo Turati"
4998,Bondeno,"Via Finalese"
4999,Bondeno,"Via Francesco Cilea"
5000,Bondeno,"Via Fratelli Bandiera"
5001,Bondeno,"Via Fratelli Borselli"
5002,Bondeno,"Via Fratelli Cervi"
5003,Bondeno,"Via Frutteti"
5004,Bondeno,"Via Gaetano Donizetti"
5005,Bondeno,"Via Gaetano Zirardini"
5006,Bondeno,"Via Galileo Cattabriga"
5007,Bondeno,"Via Galileo Galilei"
5008,Bondeno,"Via Gamberone"
5009,Bondeno,"Via Giacomo Leopardi"
5010,Bondeno,"Via Giacomo Puccini"
5011,Bondeno,"Via Gian Lorenzo Bernini"
5012,Bondeno,"Via Gioacchino Rossini"
5013,Bondeno,"Via Giordano Bruno"
5014,Bondeno,"Via Giosuè Carducci"
5015,Bondeno,"Via Giotto"
5016,Bondeno,"Via Giovanni Battista Riccioli"
5017,Bondeno,"Via Giovanni Boccaccio"
5018,Bondeno,"Via Giovanni Pascoli"
5019,Bondeno,"Via Giovanni Verga"
5020,Bondeno,"Via Girolamo Frescobaldi"
5021,Bondeno,"Via Giuseppe Borselli"
5022,Bondeno,"Via Giuseppe Mazzoni"
5023,Bondeno,"Via Giuseppe Parini"
5024,Bondeno,"Via Giuseppe Verdi"
5025,Bondeno,"Via Gorizia"
5026,Bondeno,"Via Granatieri di Sardegna"
5027,Bondeno,"Via Guattarella"
5028,Bondeno,"Via Guglielmo Marconi"
5029,Bondeno,"Via Guglielmo Oberdan"
5030,Bondeno,"via Guidorzi"
5031,Bondeno,"Via Guidorzi"
5032,Bondeno,"Via Ippolito Nievo"
5033,Bondeno,"Viale Albano Passardi"
5034,Bondeno,"Viale Antonio Pironi"
5035,Bondeno,"Viale della Repubblica"
5036,Bondeno,"Viale Giacomo Matteotti"
5037,Bondeno,"Via Leonardo da Vinci"
5038,Bondeno,"Via Leon Battista Alberti"
5039,Bondeno,"Via Libertà"
5040,Bondeno,"Via Ludovico Ariosto"
5041,Bondeno,"Via Madonna della Pioppa"
5042,Bondeno,"Via Maestri"
5043,Bondeno,"Via Mantova"
5044,Bondeno,"Via Mariano Borgatti"
5045,Bondeno,"Via Mario Capuzzo"
5046,Bondeno,"Via Montello"
5047,Bondeno,"Via Napoleonica"
5048,Bondeno,"Via Nazario Sauro"
5049,Bondeno,"Via Niccolò Copernico"
5050,Bondeno,"Via Nicolò Paganini"
5051,Bondeno,"Via Nino Bixio"
5052,Bondeno,"Via Normandia"
5053,Bondeno,"Via Nuova"
5054,Bondeno,"Via Oriani"
5055,Bondeno,"Via Palantone"
5056,Bondeno,"Via Palmiro Togliatti"
5057,Bondeno,"Via Papa Giovanni XXIII"
5058,Bondeno,"Via Parma"
5059,Bondeno,"Via per Burana"
5060,Bondeno,"Via per Pilastri"
5061,Bondeno,"Via per San Biagio"
5062,Bondeno,"Via Per San Biagio"
5063,Bondeno,"Via per Scortichino"
5064,Bondeno,"Via per Stellata"
5065,Bondeno,"Via per Vigarano"
5066,Bondeno,"Via per Zerbinate"
5067,Bondeno,"Via Piave"
5068,Bondeno,"Via Pietro Mascagni"
5069,Bondeno,"Via Piretta Rovere"
5070,Bondeno,"Via Prati"
5071,Bondeno,"Via Primo Maggio"
5072,Bondeno,"Via Provinciale"
5073,Bondeno,"Via Provinciale Centese"
5074,Bondeno,"Via Ragazzi"
5075,Bondeno,"Via Rapisardi"
5076,Bondeno,"Via Reno"
5077,Bondeno,"Via Resistenza dell'Otto Settembre"
5078,Bondeno,"Via Roma"
5079,Bondeno,"Via Rossa"
5080,Bondeno,"Via San Francesco"
5081,Bondeno,"Via San Giovanni"
5082,Bondeno,"Via Santa Bianca"
5083,Bondeno,"Via Serraglio"
5084,Bondeno,"Via Serragliolo"
5085,Bondeno,"Via Suore"
5086,Bondeno,"Via Suore Redena"
5087,Bondeno,"Via Tassi"
5088,Bondeno,"Via Teodoro Bonati"
5089,Bondeno,"Via Torquato Tasso"
5090,Bondeno,"Via Torri"
5091,Bondeno,"Via Torricelli"
5092,Bondeno,"Via Traversagno"
5093,Bondeno,"Via Ugo Bassi"
5094,Bondeno,"Via Ugo Foscolo"
5095,Bondeno,"Via Ugo Gallini"
5096,Bondeno,"Via Umberto Giordano"
5097,Bondeno,"Via Vigna"
5098,Bondeno,"Via Vigna - Itinerario cicloturistico Destra Po FE 20"
5099,Bondeno,"Via Vincenzo Bellini"
5100,Bondeno,"Via Vincenzo Monti"
5101,Bondeno,"Via Virgiliana"
5102,Bondeno,"Via Vittime dell'Undici Settembre"
5103,Bondeno,"Via Vittime dell'XI Settembre"
5104,Bondeno,"Via Vittorio Alfieri"
5105,Bondeno,"Via Vittorio Veneto"
5106,Bondeno,"Vicolo Case Operaie"
5107,Bore,801
5108,Bore,923
5109,Bore,925
5110,Bore,AVC
5111,Bore,AVC;925a
5112,Bore,"Località Franchi"
5113,Bore,"Località Salvi"
5114,Bore,"via Beata Vergine di Lourdes"
5115,Bore,"via Cavacciuti"
5116,Bore,"Via Cristoforo Colombo"
5117,Bore,"Via Giuseppe Verdi"
5118,Bore,"Via Irma Ferrari Salvi"
5119,Bore,"Via Martiri della Libertà"
5120,Bore,"via Municipio"
5121,Bore,"Via Roma"
5122,Bore,"Via San Lorenzo"
5123,Boretto,"Strada Antica per Boretto"
5124,Boretto,"Strada Finghè"
5125,Boretto,"Strada Godeto"
5126,Boretto,"Strada Provinciale 111"
5127,Boretto,"Strada Provinciale 358 R di Castelnovo"
5128,Boretto,"Strada Statale 62 Variante della Cisa"
5129,Boretto,"Strada Statale della Cisa"
5130,Boretto,"Via Anteo Carrara"
5131,Boretto,"Via Antonio Gramsci"
5132,Boretto,"Via Artemide Zatti"
5133,Boretto,"Via Austria"
5134,Boretto,"Via Avvocato Ambrosoli"
5135,Boretto,"Via Bardello"
5136,Boretto,"Via Bellingamba"
5137,Boretto,"Via Boccazzi"
5138,Boretto,"Via Casalone"
5139,Boretto,"Via Cecoslovacchia"
5140,Boretto,"Via Cervi"
5141,Boretto,"Via Colombana"
5142,Boretto,"Via Colombana Sud"
5143,Boretto,"Via Contradella"
5144,Boretto,"Via Cremona"
5145,Boretto,"Via della Libertà"
5146,Boretto,"Via De Rossi"
5147,Boretto,"via D. Marchese"
5148,Boretto,"Via Don Domenico Bacchi"
5149,Boretto,"Via Don Minzoni"
5150,Boretto,"Via Don Pasquino Borghi"
5151,Boretto,"Via Enrico Mattei"
5152,Boretto,"Via Europa"
5153,Boretto,"Via Finghé"
5154,Boretto,"Via Firenze"
5155,Boretto,"Via Francia"
5156,Boretto,"Via Fratelli Cervi"
5157,Boretto,"Via Fratelli Manfredi"
5158,Boretto,"Via Fratelli Rosselli"
5159,Boretto,"Via Fulgenzio Zani"
5160,Boretto,"Via Genova"
5161,Boretto,"Via Germania"
5162,Boretto,"Via Giacomo Matteotti"
5163,Boretto,"Via Gino Ghiretti"
5164,Boretto,"Via Giuliano Villani"
5165,Boretto,"Via Guglielmo Marconi"
5166,Boretto,"Via Guidotti"
5167,Boretto,"Via Italia"
5168,Boretto,"Via IV Novembre"
5169,Boretto,"Viale Montanari"
5170,Boretto,"Viale Umberto I"
5171,Boretto,"Via Lino Bigliardi"
5172,Boretto,"Via Luigi Flisi"
5173,Boretto,"Via Modena"
5174,Boretto,"Via Norvegia"
5175,Boretto,"Via Olanda"
5176,Boretto,"Via Papa Giovanni XXIII"
5177,Boretto,"Via Parma"
5178,Boretto,"Via Pasubio"
5179,Boretto,"Via per Poviglio"
5180,Boretto,"Via Pietro Saccani"
5181,Boretto,"Via Polonia"
5182,Boretto,"Via Pompeo Mingori"
5183,Boretto,"Via Potenza"
5184,Boretto,"Via Re"
5185,Boretto,"Via Roma"
5186,Boretto,"Via Rotti"
5187,Boretto,"Via San Giuseppe"
5188,Boretto,"Via Soliani"
5189,Boretto,"Via Spagna"
5190,Boretto,"Via Svezia"
5191,Boretto,"Via Torino"
5192,Boretto,"Via Trento"
5193,Boretto,"Via Tre Ponti"
5194,Boretto,"Via Trieste"
5195,Boretto,"Via Vecchi"
5196,Boretto,"Via Viazza"
5197,Boretto,"Via Villamaggiore"
5198,Boretto,"Via Vittorio Veneto"
5199,Boretto,"Via Zappello"
5200,Boretto,"Via Zuccherino"
5201,Borghi,Medinox
5202,Borghi,"Strada Provinciale 85"
5203,Borghi,"Strada provinciale dell'Uso"
5204,Borghi,"Strada Provinciale dell'Uso"
5205,Borghi,"Via cà di Paolo"
5206,Borghi,"Via cagnona ( struzzi )"
5207,Borghi,"Via canfurlo"
5208,Borghi,"Via Cardellino"
5209,Borghi,"Via Cartiano"
5210,Borghi,"Via delle Ginestre"
5211,Borghi,"Via Egisto Ricci"
5212,Borghi,"Via Giuseppe di Vittorio"
5213,Borghi,"Via Iola"
5214,Borghi,"Via La Pieve"
5215,Borghi,"Via Medrina"
5216,Borghi,"Via Pecchiano"
5217,Borghi,"Via Prati Verdi"
5218,Borghi,"Via Rivarossa"
5219,Borghi,"Via San Giovanni"
5220,"Borgo Tossignano","Cai 703"
5221,"Borgo Tossignano","CAI 705"
5222,"Borgo Tossignano","Cai 709"
5223,"Borgo Tossignano","Cai 709 Corolla delle Ginestre"
5224,"Borgo Tossignano","Largo Gruppo Combattimento Folgore"
5225,"Borgo Tossignano","Piazza Andrea Costa"
5226,"Borgo Tossignano","Piazza della Pace"
5227,"Borgo Tossignano","Piazza Unità d'Italia"
5228,"Borgo Tossignano","Sentiero piede della Riva di S.Biagio"
5229,"Borgo Tossignano",""Strada delle Selciate""
5230,"Borgo Tossignano","Stra'l Mura (tra le mura)"
